,Livsmedelsnamn,Livsmedelsnummer,Gruppering,Näringsämne,Värde
82337,Yoghurt mild honung fett 2% berikad,7147,Mejeri,DHA (C22:6) (g),0.0
82338,"Yoghurt mild vanilj fett 2,7% berikad",7148,Mejeri,DHA (C22:6) (g),0.0
82339,"Yoghurt naturell lätt laktosfri fett ca 0,4% berikad",7149,Mejeri,DHA (C22:6) (g),0.0
82340,Gris skinka bog konserv.,7150,Kött,DHA (C22:6) (g),0.0
82341,"Fruktyoghurt lätt m. socker fett 0,1%",7152,Mejeri,DHA (C22:6) (g),0.0
82342,"Fruktyoghurt lätt m. sötningsm. fett 0,1% berikad",7153,Mejeri,DHA (C22:6) (g),0.0
82343,"Fruktyoghurt lättsötad fett 1,5% berikad",7154,Mejeri,DHA (C22:6) (g),0.0
82344,Nöt färs m. morot blomkål rå,7155,Kött,DHA (C22:6) (g),0.0
82345,Tonfisk gulfenad rå,7156,"Fisk, skaldjur",DHA (C22:6) (g),0.1
82346,Rödbetssallad m. creme fraiche kylvara,7157,Rätter,DHA (C22:6) (g),0.0
82347,Rödbetssallad u. ägg kylvara,7158,Rätter,DHA (C22:6) (g),0.0
82348,Schnitzel kalv stekt,7159,Kött,DHA (C22:6) (g),0.0
82349,Kanelbulle glutenfri,7160,"Bullar, kakor, tårtor",DHA (C22:6) (g),0.0
82350,Muffins glutenfri,7161,"Bullar, kakor, tårtor",DHA (C22:6) (g),0.0
82351,Kladdkaka glutenfri,7162,"Bullar, kakor, tårtor",DHA (C22:6) (g),0.0
82352,Småkakor glutenfria hembakade,7163,"Bullar, kakor, tårtor",DHA (C22:6) (g),0.0
82353,Krabba vitt kött kokt,7166,"Fisk, skaldjur",DHA (C22:6) (g),0.0
82354,Krabba brunt kött kokt,7167,"Fisk, skaldjur",DHA (C22:6) (g),0.5
82355,Kex m. kola rispuffar mjölkchokladöverdrag,7169,Godis,DHA (C22:6) (g),0.0
82356,Maltkulor m. mjölkchokladöverdrag,7170,Godis,DHA (C22:6) (g),0.0
82357,Nöt färs m. ärtprotein,7171,Kött,DHA (C22:6) (g),0.0
82358,Savoiardikex,7175,"Bullar, kakor, tårtor",DHA (C22:6) (g),0.0
82359,Fruktdryck m. kolsyra,7177,Dryck,DHA (C22:6) (g),0.0
82360,Mörk choklad kakao <70% m. nötter frukt,7179,Godis,DHA (C22:6) (g),0.0
82361,Mandelmassa,7180,"Nötter, frön",DHA (C22:6) (g),0.0
82362,Naturgodis nötter m. vit choklad,7181,Godis,DHA (C22:6) (g),0.0
82363,Broccoli kokt m. salt frysvara,7182,"Grönsaker, baljväxter, svamp",DHA (C22:6) (g),0.0
82364,Naturgodis frukt m. vit choklad ,7183,Godis,DHA (C22:6) (g),0.0
82365,Naturgodis lakrits m. vit choklad,7184,Godis,DHA (C22:6) (g),0.0
82366,Naturgodis frukt m. mjölkchoklad,7185,Snacks,DHA (C22:6) (g),0.0
82367,Naturgodis lakrits m. mjölkchoklad,7186,Godis,DHA (C22:6) (g),0.0
82368,Naturgodis nötter m. mjölkchoklad,7187,Godis,DHA (C22:6) (g),0.0
82369,Pyttipanna hemlagad,7188,Rätter,DHA (C22:6) (g),0.0
82370,Räkchips friterade,7190,Snacks,DHA (C22:6) (g),0.0
82371,Potatissallad u. ägg kylvara,7191,Rätter,DHA (C22:6) (g),0.0
82372,Sellerikål pak choi,7192,"Grönsaker, baljväxter, svamp",DHA (C22:6) (g),0.0
82373,Koriander blad,7193,"Grönsaker, baljväxter, svamp",DHA (C22:6) (g),0.0
82374,Grönmynta blad,7194,"Grönsaker, baljväxter, svamp",DHA (C22:6) (g),0.0
82375,Kardemumma torkad,7195,Smaksättare,DHA (C22:6) (g),0.0
82376,Kryddnejlika torkad malen,7196,Smaksättare,DHA (C22:6) (g),0.0
82377,Koriander frö torkad,7197,Smaksättare,DHA (C22:6) (g),0.0
82378,Gurkmeja torkad,7198,Smaksättare,DHA (C22:6) (g),0.0
82379,Spiskummin frö torkad,7199,Smaksättare,DHA (C22:6) (g),0.0
82380,Paneer,7200,Pålägg,DHA (C22:6) (g),0.0
82381,Linssoppa m. coucous veg.,7203,Rätter,DHA (C22:6) (g),0.0
82382,Pannkaka tunn m. vatten,7204,Rätter,DHA (C22:6) (g),0.0
82383,Mörk choklad kakao 70% m. frukt nötter,7206,Godis,DHA (C22:6) (g),0.0
82384,Knäck,7207,,DHA (C22:6) (g),0.0
82385,Potatismos pulver,7219,Rätter,DHA (C22:6) (g),0.0
82386,Potatismos pulver tillagat,7221,Rätter,DHA (C22:6) (g),0.0
82387,Mörk choklad m. sötningsm.,7226,Godis,DHA (C22:6) (g),0.0
82388,Kola hemlagad,7231,Godis,DHA (C22:6) (g),0.0
82389,Tomatsås till pizza konserv.,7232,Rätter,DHA (C22:6) (g),0.0
82390,Drottningsylt lättsockrad,7234,"Sylt, marmelad, gelé, chutney",DHA (C22:6) (g),0.0
82391,Drottningsylt,7235,"Sylt, marmelad, gelé, chutney",DHA (C22:6) (g),0.0
82392,Hallonsylt lättsockrad,7236,Pålägg,DHA (C22:6) (g),0.0
82393,Ketchup lättsötad,7244,Smaksättare,DHA (C22:6) (g),0.0
82394,Ketchup m. sötningsm.,7245,Smaksättare,DHA (C22:6) (g),0.0
82395,Karameller gräddkarameller,7254,,DHA (C22:6) (g),0.0
82396,Saft lättsockrad drickf.,7255,Dryck,DHA (C22:6) (g),0.0
82397,Vitmögelost smaksatt fett ca 38 % ,7256,Pålägg,DHA (C22:6) (g),0.0
82398,"Fruktyoghurt fett 3,6% berikad",7257,Mejeri,DHA (C22:6) (g),0.0
82399,Chips vete m. baconsmak,7259,Snacks,DHA (C22:6) (g),0.0
82400,Nöt talg,1,"Fett, olja",Kolesterol (mg),109.0
82401,Gris späck,2,"Fett, olja",Kolesterol (mg),57.0
